path,name_matches,content_matches,mismatch,sha256
ARCHIVAL_STACK/PR02_THREAD_DIGEST.md,,protocol;naming,naming;protocol,7e0fb61ba3aeb9b51e724bf93481b137af384b0ebcae512d45e9bd2ddd8fd3e6
ARCHIVAL_STACK/PR01_THREAD_DIGEST.md,,,,90b88cfe067475d5bb7e868ec5b2c6197a0d938ae25c3abe612a65493e0ed77b
ARCHIVAL_STACK/PR05_THREAD_DIGEST.md,,protocol,protocol,2c83a281526f949a8fd72edd6dcae67393f42b57698ccf65577a2ef369526250
ARCHIVAL_STACK/PR08_THREAD_DIGEST.md,,process,process,ad96b122a6df3b99ac240f92b22677ca15ba8d0ef54b39867e1b6e74b75644fb
ARCHIVAL_STACK/PR11_THREAD_DIGEST.md,,protocol,protocol,d935be4f9e4bb4365227d577da3f42cb9fd40f0c9a61045cd454d259cff4f802
ARCHIVAL_STACK/PR19_THREAD_DIGEST.md,,,,97ba80eddd3be55615be1998fae07532f8a3f895306a5e18ead98625161da216
ARCHIVAL_STACK/PR09_THREAD_DIGEST.md,,,,e6d1e451aba4553e2a8d452981e616f067da5d2a61676ae6744b8bea4e9c621c
ARCHIVAL_STACK/PR15_THREAD_DIGEST.md,,,,2470a98672f9ed380be2d316c566a42b094ca62fc71aec82badbc78bce22221c
ARCHIVAL_STACK/PR16_THREAD_DIGEST.md,,,,e2250d5c1616c77b26b8ab44c2d3bcfd6272f07b5a3d458ab8a80458f796ef20
ARCHIVAL_STACK/PR04_THREAD_DIGEST.md,,,,8d94645cc6d8b4024d9725ceb5be73352a72de218a70441b4024b4ba0acf3bb8
ARCHIVAL_STACK/PR07_THREAD_DIGEST.md,,,,a1e15400d3a36516a30bbf5a26f3b48eb4ff1d6f12154707f351ec78b29ab8ae
ARCHIVAL_STACK/THREADS_REVIEW_REQUIRED.md,,protocol;sop;naming;process,naming;process;protocol;sop,e21d200b9854c74fc309f03cf83ba114b7943201185089adaa7740eef9bd1fab
ARCHIVAL_STACK/PR17_THREAD_DIGEST.md,,protocol,protocol,502a36b980a68517e6b7b0ba85817df4294fa34d7019cf70cc9747f9996156e7
ARCHIVAL_STACK/PR03_THREAD_DIGEST.md,,,,a266470fd3133a372e5b41875a8e5dd32eec6e53dead47d81edf8b38102480d7
ARCHIVAL_STACK/PR12_THREAD_DIGEST.md,,naming,naming,d4637e053e68e783ef3597eaeacd583ec3010db4afd1772db1a1e961dd3da2ba
ARCHIVAL_STACK/PR18_THREAD_DIGEST.md,,,,0032068495e29be34ce3b7685e3d7fda756ecfa7a2f3ea391b5277f7ca4aceb2
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_15_AUDIENCE_ENGINE.md,,protocol,protocol,f588b9ce7ce4c1fdc8db162d832b3c7e368953cc3f991cd266d37a8e5d58cf8d
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_08_SOUL_PATCHBAY.md,,,,688a962dab37fce53767691ab242e31f8282c16954985055744adea5136e09a7
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_13_BLOCKCHAIN_ECONOMY.md,,,,dd17d41f5fff85ade86583662db3003d8a5607bd4219eb3fe55d2aef0d55ab6a
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_11_MASK_ENGINE.md,,,,2eebdf493e95f58cf3d0b8ae2a150ce8a7fa8e2c289f7d316fe26fe005cde6e1
; RE•GE•OS ; RG•01 ;/AAW_CORE_09 — INTERLOCUTOR PROTOCOLS.md,protocol,protocol,,848da0cb74118b5d7cc44a1684926298c1f16388672ba53b791cbffdf8905d6b
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_06_CODE_FORGE.md,,process,process,027bcd58a00207345bd78f901edf981e27802a63394724596e3fbb6f2b631960
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_01_HEART_OF_CANON.md,,naming;process,naming;process,deb429ff0c205a9ca623b798b03eb8d26c1ca21636db408a50b8715ddf400960
; RE•GE•OS ; RG•01 ;/R3..G3..[  0__S  ].md,,,,61a1f62eaf788da6340ffc1e695eabe87ecbd6927c0cede9c72b942c2bb767a0
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_14_PROCESS_MONETIZER.md,process,protocol;process,protocol,4090f1bdcccb236c66c162983cc5f9d7ac18d62b020983f1417d20ee18eba7b2
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_07_BLOOM_ENGINE.md,,,,d5d4399176627df0127c6d6698642bd5f4b532679928104dced82584330e9f77
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_12_CHAMBER_OF_COMMERCE.md,,protocol;process,process;protocol,f307b29f662ebf7c5fe8f26ce40389c860c527fb4c44622a4681e75cf7e39f01
; RE•GE•OS ; RG•01 ;/RE-GE_OS_INTERFACE_01_RITUAL_ACCESS_CO.md,,,,2fa2a0ae6582ff29c54eb99e3c84b2b8f0443ba44bcf1b754b16fe2783534614
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_22_PUBLISHING_TEMPLE.md,,process,process,80cbb4370d826105c2da8b3ffec947d1340e5d949d8fe71e99062081c74755db
; RE•GE•OS ; RG•01 ;/AAW_CORE_11 — FAILURE STUDY CHAMBER.md,,protocol;naming,naming;protocol,71c2e08c396580926d7032a683ab8739303fd4447ca11e6c931afe4ad8cae47d
; RE•GE•OS ; RG•01 ;/AAW_CORE_12 — MYTHICAL CITATION SYSTEM.md,,protocol;naming,naming;protocol,a7ab6d954d267c9b9edc0147564a105098ea9144f397c44eba8691f3f3fca227
; RE•GE•OS ; RG•01 ;/RE-GE_RECURSIVE_SYSTEM_RENDER_LINKMAP.md,,protocol,protocol,76e3fdea6f66510749e0984984fbe0d9458d18f26cb13048db52e3ea7c3416e2
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_00_ACADEMIA_WING_PROTOCOL.md,protocol,protocol;sop;naming;process,naming;process;sop,9210764422c0adc923b9fb2136fb85c3c2dffd7ca94bca2d3e11e444d01dc674
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_19_PROCESS_PRODUCT_CONV.md,process,protocol;process,protocol,3877e70366f3d56e092537faa14f43592548928339c7668861264ab33da59132
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_04_ARCHIVE_ORDER.md,,,,83c44928b5b3d3a47b4e4904ea2442743931b660777b6a7f52912325f12ed0d3
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_18_ANALOG_DIGITAL_ENGIN.md,,protocol;process,process;protocol,4e8c2d0658a94b95b660b586ae9fe9ae5e46c0cbf2174cb74d92d8c699245ad8
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_03_MYTHIC_SENATE.md,,protocol;sop;process,process;protocol;sop,8b1afcdf7e65e7e6044940501acc673649bf43d94eb57c89bc2ffaa0c42b54a8
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_20_CONSUMPTION_PROTOCOL.md,protocol,protocol;process,process,a1f5937b336e24c51912f4336763731efda6c40d18f30c41a073c7fc9c29ff0d
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_02_MIRROR_CABINET.md,,protocol;process,process;protocol,72a3910306a31fdbd14c0f4d44450611bf5e0cf2ade15e06168c2df6da66ec8d
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_16_PLACE_PROTOCOLS.md,protocol,protocol,,dffb1d9d9f5b1465412d2cbe7259b17702766b53f193979393af79f2bb52c337
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_10_DREAM_COUNCIL.md,,naming;process,naming;process,4564d8bef229eeb5afe3786cf3275ab148877fae170b75c53fd114c0f40134fd
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_09_ECHO_SHELL.md,,process,process,f0d526fa50d6e1440a4fb1d088b5657675b65c6f7d9accf4bda5560f4854f71e
; RE•GE•OS ; RG•01 ;/RE-GE_4NTHOLOGY_INIT.v1.0.md,,protocol;naming;process,naming;process;protocol,9059ec8448f507bb2f8b6aafc69cd60d2996cd38eb10d980f8443f39f04095eb
; RE•GE•OS ; RG•01 ;/AAW_CORE_10 — GENEALOGY ENGINE.md,,protocol,protocol,9d790337408b2ec216a17b8cd64b22feb583e109202443fd02e6c6acb06adced
; RE•GE•OS ; RG•01 ;/AAW_CORE_08 — CANONIZATION ENGINE.md,,protocol;sop,protocol;sop,57bfc21d467d3514b19f278393e1a30f777a1255178d6b99d1ae4e01692928f1
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_17_TIME_RULES_ENGINE.md,,,,eea6d627e60ae778ab4c77c61b30a284587af6413bff560312e65def75eb0c79
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_21_STAGECRAFT_MODULE.md,,,,4ca3d88fcc384dcd7e11367bf81d83f80a59929e855983ca63e966953834382a
; RE•GE•OS ; RG•01 ;/RE-GE_ORG_BODY_05_RITUAL_COURT.md,,sop;process,process;sop,0fc2ab31038afc20d01726b1584ce13eed097c59f9dd3df40e3c2b79953cf698
.makemd/superstate.mdc,,sop,sop,ff8e8a4e424243973706c863523035a3ee71da0191e4919037e320a0d09cfb19
.makemd/fileCache.mdc,,,,04241163dd6ccb83b21b219b114bc24455853650b41b1d7932291b30ff039279
; M1R•R0R ; MR•01 ;/; MIR•R0R ; MR•01 ;.md,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
; ARK•LIV ; RK•01 ;/; ARK•LIV ; RK•01 ; [archive.md,,,,988741f8bc94caee7f2f5893732763b7e8e970b7f76882f553a0b91b200d3670
.obsidian/app.json,,,,a0fbf879703d2c76bea496f2e49f602789809ba244eb3ec81fe54f651cddea91
.obsidian/types.json,,,,6fe156e0dbbba8a4033a0360a56fe6bbbf5c4c958531f7278db7d50a3168f4b2
.obsidian/text-generator.json,,,,5495d5af7a58e32ed2fd60e2aa0c8e6d2e093721d0d4df407900e3f939593076
.obsidian/daily-notes.json,,,,b656b298fbe39ba63be30b599a53d3121c6daaafc106baac1cfa6ced9f511847
.obsidian/community-plugins.json,,,,92d757d7d7ee44ca48f1103236c7657d836dd098140114e37696856ae29d205a
.obsidian/appearance.json,,,,bb74bbe7f53d36aee1159ef403eee0f2eaa2c9abd733fbf36a2dbada5a3385b4
.obsidian/graph.json,,,,8c2b2e8a7d477b6cda3d73dd1672a3546244d709df96d2a8e8761d4613adbb7e
.obsidian/vault.json,,,,1abc706d963b9fa142400daf7e2708b5a15ca5e2408a80e2a1cce55d19d144af
.obsidian/core-plugins.json,,,,71aaf8117c2a13465a70afdbe126745feb53e7cf3e0b4154b47e700bf9d473c6
.obsidian/workspace.json,,,,ed5aa5cd84bd4e91fdb076ca1a13c6ae645d7ca498a0d1c66b9d7248536ab883
.obsidian/switcher.json,,,,20ee8030b2374d2eb47ad6eb5403b65f0ca5064bc7f89487970c6ad24e738ca8
.obsidian/backlink.json,,,,55b3d1b176a5c14c2307aea23fa66ba6d69a7920ccb67d11b0c7abed95b1c93b
.obsidian/templates.json,,,,8fb0a276ae00dbb59e984d85b818ffdbdb3c9fbcba15729de35b20179813b314
.obsidian/themes/Minimal/manifest.json,,,,ab86312e646e6134a1c79ea638180150c43567e3ec56a780f46481bfd44a0625
.obsidian/themes/Minimal/theme.css,,,,93bf14e688713c889d80dc4023c5fa97965a854654b9676a83956bf2a2f13ed0
.obsidian/plugins/make-md/main.js,,protocol;sop;process,process;protocol;sop,e635316b1d16b9e2ca73cc078efdf6a99b4ad7039bcbf51aa98f5f7f483ec454
.obsidian/plugins/make-md/data.json,,,,36ff28079ec109a308107d834b6cef5834d558e532d4bfa14f53521467aff098
.obsidian/plugins/make-md/styles.css,,,,5c59b0cd9ddb3a5c4556bdc393b390c2d6e8377ba2f5ec79ca9dc7c7a18646ff
.obsidian/plugins/make-md/Spaces.mdb,,protocol;process,process;protocol,532796445180a9dcff173bfc0894a798593e73e2e3e66264ecdadcf09c61c670
.obsidian/plugins/make-md/manifest.json,,,,8e1dcf6fc27a4dace4a967d5e82e27d1c4e941af11fcdc3818a0042a55fdab57
.obsidian/plugins/periodic-notes/main.js,,process,process,27478abb118f8829960a83dd8d96abfed7e2fde236ea4bdc716ec37e3abdbe36
.obsidian/plugins/periodic-notes/styles.css,,,,613f3985d4c84900ed2e25d8a46efb7b3ace6889fb71217055084084eb146238
.obsidian/plugins/periodic-notes/manifest.json,,,,bda29323f75d3b3fcbda489335825b97fe4b574914d04635e9a7e67f2414049c
.obsidian/plugins/obsidian-importer/main.js,,protocol;sop;process,process;protocol;sop,3473c02e2097923013560486bfe88436e48367cf5a044a9b9f32d5df011268cd
.obsidian/plugins/obsidian-importer/styles.css,,,,6a7fd66701c8542d34c09099af88e93b8a0d22909a7d5cd1e3c45315a2088b3d
.obsidian/plugins/obsidian-importer/manifest.json,,,,a559bc171f90f564e1c8312e0ab0a820b9bce120171a0d8695620ad114c78954
.obsidian/plugins/obsidian-kanban/main.js,,protocol;sop;process,process;protocol;sop,458574296f9c50bf5ac078ad28f37724a2520ae45e8ad2144c6769f4062453e4
.obsidian/plugins/obsidian-kanban/styles.css,,,,ecf6dd31f1727c441cce6f54794b0d3916dcfffc87fa17b855c79ba04a85d9a7
.obsidian/plugins/obsidian-kanban/manifest.json,,,,24976787097ead467969e014a35654e7a80e4db49a977689a48afadfa15e1854
.obsidian/plugins/editing-toolbar/main.js,,sop;process,process;sop,dfddeac79c929e2908bbc02a77d5fac0c13a0b2358101334c4e1aa698e4c6592
.obsidian/plugins/editing-toolbar/data.json,,,,bf610145ad0e378663b9d363cbb93297c456b355e193b65b70e0c5acdb1cc653
.obsidian/plugins/editing-toolbar/styles.css,,,,2a5b49d68e1f18a67ac4d853cf7cb2813dac644c0c1794d9e2cda97efaac23c0
.obsidian/plugins/editing-toolbar/manifest.json,,,,aab9ca66fa125b3faaa1fd850fb88feb3ee1f8b10507a1fc5c71e2c7d4d41a78
.obsidian/plugins/obsidian42-brat/main.js,,protocol;process,process;protocol,d34854b7e30cb7f84158bcab4cc035ff1dc72f690e755d442907b2d7fba7962b
.obsidian/plugins/obsidian42-brat/styles.css,,,,47fa0e16d05eddf930e7b9fbc2eaf948faab4de52df08da5d15be4fb889c8155
.obsidian/plugins/obsidian42-brat/manifest.json,,,,8cdb58db55e98b249fb0a6fc1d2fe8702704933365f749ebce5a0e5360808cd3
.obsidian/plugins/omnisearch/main.js,,protocol;sop;naming;process,naming;process;protocol;sop,283d72815f73782af996c5a8f3b3997b577006c349c26e55cdd05d0a289140d9
.obsidian/plugins/omnisearch/data.json,,,,b54c7795f078d64d18e4233db771d1443e7bd726b6db7e3dd9980cb6e2af2e75
.obsidian/plugins/omnisearch/styles.css,,,,b70b786c51a899e376fb936954f655908709fe3cb746d98f1ba1f5171852ae2b
.obsidian/plugins/omnisearch/manifest.json,,,,d229f23ae06e31be7e3683e30cd60724ee80f1bef95b6484e6074db619aae36c
.obsidian/plugins/templater-obsidian/main.js,,process,process,41ba4ea7560d13d85f3a9be009aefd5a66de287322da52e9fade3ead81b06935
.obsidian/plugins/templater-obsidian/styles.css,,,,1a0d49312cfa6566a607a1e437a572a00b1643bf443a9348d96a68d76b3d99ab
.obsidian/plugins/templater-obsidian/manifest.json,,,,68010f6cd469dbb42491adb64931196bbe4df31f71fff77c2c474d2ed1624ca7
.obsidian/plugins/obsidian-style-settings/main.js,,sop,sop,74915ff1db38058aad73a29a34706f8cc8e7c930c4cdf69ff5c6928bec7e0fe7
.obsidian/plugins/obsidian-style-settings/styles.css,,,,ee7937d2be50653a89ccb30ae5f0572b23507d5b7f1328d005271a363075bfd8
.obsidian/plugins/obsidian-style-settings/manifest.json,,,,9cffdc20cf2aa1354820e0050b694b0f9b576446e3d5d44a36ae8b0187e5bfb8
.obsidian/plugins/recent-files-obsidian/main.js,,,,e102ab2499bff4304c17ed63f5fad7e505f00195496bf156eb90d32cec86c468
.obsidian/plugins/recent-files-obsidian/data.json,,protocol,protocol,30dfcdb1d90f753fc6978556bd8312d59a513f8fcff7289ade72a1854690531b
.obsidian/plugins/recent-files-obsidian/styles.css,,,,2ee49c92ab0bb848221a09626f7ba676bbe85372c4c8065ee7790b0832cb3ddb
.obsidian/plugins/recent-files-obsidian/manifest.json,,,,9dce99e6f0facc1a2715573ac9b2b446fcb55d9f30c3094e906c820a8bd0ea54
.obsidian/plugins/obsidian-projects/main.js,,process,process,2de1c393668d5ca242d3d35ee1f14fddd037b3a53c69ec54d50ffd596df5acbd
.obsidian/plugins/obsidian-projects/styles.css,,,,b0cd6697b53eb23a88a4f4902a35f5ece26ddcaafec5063f4dbd95e04401b95e
.obsidian/plugins/obsidian-projects/manifest.json,,,,eef4b4785e4ca83dda2cf7d172e8ad8f4ffe15a8426a5f9c87e85daf97abbe9f
.obsidian/plugins/obsidian-textgenerator-plugin/main.js,,protocol;sop;process,process;protocol;sop,e1f84b85b96c26c3d7fe51019ad73cd8d724da270db1a662cca5d3613c1e2e40
.obsidian/plugins/obsidian-textgenerator-plugin/data.json,,sop;process,process;sop,cebba15c50e110ada4b7544d142d99ff8d24725f19291ef2692134ae7c645dbb
.obsidian/plugins/obsidian-textgenerator-plugin/styles.css,,,,c8fa1fe44ad1223f816be5a55d282b6903b5b44fb7baab2ecb5b3253e3474e31
.obsidian/plugins/obsidian-textgenerator-plugin/manifest.json,,,,bb04b11b6106f447b4ab1bb0494f3817aec1465673faeacf8a4f70fdfd069e7c
.obsidian/plugins/tag-wrangler/main.js,,sop;naming;process,naming;process;sop,7ed83f050e173a019b8a6f6b5c2bb7b38bf6b4cbf4a7982753f76a49b9ec27e5
.obsidian/plugins/tag-wrangler/manifest.json,,,,4e58dc8924009b2b9839692fe258d08758512eca6ab54c174f8022c7eda719bb
.obsidian/plugins/obsidian-icon-folder/main.js,,naming;process,naming;process,87ca453c323633e8709dcd3239581a5d043a150faa3ab3a3e14d1780db2df241
.obsidian/plugins/obsidian-icon-folder/data.json,,,,d0873e89d28d74fc3b83ec6d14e8b87e703a59cedbbe1230b295e52e74a8aec2
.obsidian/plugins/obsidian-icon-folder/styles.css,,,,56ffeb8349f4af97dab8a14fcadcb0019d3b37b116d7a34aa21e958e98455a89
.obsidian/plugins/obsidian-icon-folder/manifest.json,,,,f524a18d69e990a244173a3595681c39a20bcbc9dc18b59af51e45660fef5ca2
.obsidian/plugins/obsidian-linter/main.js,,protocol;process,process;protocol,13416de66113bc47c2dfca6229c51c8d8024e0510911a066744bd16e341fd633
.obsidian/plugins/obsidian-linter/data.json,,,,c44b257f2062981ef0ee5c47de594c764ec5b3ffe21a9c7db5c4f3517df056b5
.obsidian/plugins/obsidian-linter/styles.css,,,,0ccf508b05a9445dc7c433b1acfcae9f40b2d8e218d53fdffeadd74d413c22db
.obsidian/plugins/obsidian-linter/manifest.json,,,,db79f6fbb3bae9820970582bfd6015fe4e7658ce7a16711c4cc7ca9fb6a951a8
.obsidian/plugins/obsidian-tasks-plugin/main.js,,sop;process,process;sop,ed07df0912e4117bdaf9ba29213d7a791ee31c5644122b638cf4b4482ceb2e00
.obsidian/plugins/obsidian-tasks-plugin/data.json,,,,c50c4ee98b0f97eb9ec69191027a929ca551f4a0516adc0ff60fab1fe64c69dc
